address,amount
0xd73f2e1aafd4e8dde032b55fb55aa72746a8c453,20199770040000000000000
0x8d6330b7ea5f60edea7dbc2028b782aa472b4d4f,20171600000000000000000
0x3e2cbdf5c30958579ec57be56802a66d9848a2a8,20155628272000000000000
0x2cced3881dd164facc659d025dde562445314810,20121142084000000000000
0x47af616ec234a314607f66fe9191e4c0d8236923,20120000000000000000000
0x0921ae8da2b2274d25e621abaad1b76ebd6614fb,20055600000000000000000
0xc94f45b13d637f1466fd3f8601036de5edfca92b,20048000000000000000000
0xd7859e53d9279cc4252afb4b05e2588bc8655a24,20040000000000000000000
0xea83c0b95da9b974efa071429a7fa38fdd2934ef,20040000000000000000000
0x303cf33435e9b05c1be41c0944329baea22dc4e0,20019725200000000000000
0x6005f8b6fc7a0f58581d6171c8800c97c76fcb76,20010271852000000000000
0x7b8f021a802638deaf9af8d64823048cc62f867f,20001433612000000000000
0x00db53f35312d983f7fade48b47a3db7afda5dfb,20000000000000000000000
0x0a93a5f3a5f694ad945e466449c24ab9d0f36e77,20000000000000000000000
0x1a7577b5464d244b34d8cc31f0c9a7fb69d59d78,20000000000000000000000
0x1db21a94b5f95164b67966dce31794b035beadad,20000000000000000000000
0x1f04c014a0dccb1f5d44a84be6984f581e92f7f9,20000000000000000000000
0x207d48a7c63960451bd3e02a0a43aa66f550196e,20000000000000000000000
0x2951e1b64100aa624bf598cc170f445142eb1bc0,20000000000000000000000
0x2e52a0320e38b43ce5182d63ce18aa8daf6d8bc1,20000000000000000000000
0x2ed57667609136383f7b6cd2213bd4d67247d761,20000000000000000000000
0x322af0da66d00be980c7aa006377fcaaeee3bdfd,20000000000000000000000
0x38459f07c41d56ba28bd5fe6435ab38ef75fcb96,20000000000000000000000
0x4366f72e2d240aa4fd4a21c2863b4e7890109d31,20000000000000000000000
0x62701c0e3e0fccd75ce1f4d3c80032f6d105603f,20000000000000000000000
0x64bf428c48e5642c0a9b337eab11480f60cec1c2,20000000000000000000000
0x6617b43c41e98924c500e43f42e996822c6d46b6,20000000000000000000000
0x661f8421045e1ceb8223c749b296db598cbc01f4,20000000000000000000000
0x7e8b35de17c597167d750cce6ca64909d0c4be40,20000000000000000000000
0x81209a86dba3a79e9bbebec00902dd68a2ad90b7,20000000000000000000000
0x87f3c9a615a9530aa52280c3999088c7b43a2a1a,20000000000000000000000
0x945b6032f3d0d088d598320c1102969d47f98aec,20000000000000000000000
0x96bba522cb6b5e70a890238759b4dc47838b275c,20000000000000000000000
0xacc0768b312697a0bf9b929300305c3581f0b0cd,20000000000000000000000
0xad9b5ba60fc491227766ca587b3116564502113b,20000000000000000000000
0xb84b177e8f04c03cdfdc9cb3d76f6d9b6c0fed5f,20000000000000000000000
0xc1d45f939adc85728f2313e05be1a7d445f90036,20000000000000000000000
0xd01d209be8ecbb1a7a272e82ccf101cc13b85a6a,20000000000000000000000
0xd816e1c17522b922039072081b5efe9037115b11,20000000000000000000000
0xd8c8055e2a5a7653ba5fc2dfb7c6076f75968d0e,20000000000000000000000
0xd9c6f048c08bcb24190c0fde5bbc622f51f83469,20000000000000000000000
0xdac17f958d2ee523a2206206994597c13d831ec7,20000000000000000000000
0xe75e47cb4cb47988af59a90714ff2c728d60ba71,20000000000000000000000
0xebeb248dfe0c393c8db72abc1395ad71decef214,20000000000000000000000
0xeda2c4bc3e62970bfb4308893ee6138033f69e6d,20000000000000000000000
0xeea7f4d3a0f91f3e2db6befc8fec23dd1d35ab05,20000000000000000000000
0xf1251acd1079ecbacca8f9cd720ba67dc5e1273a,20000000000000000000000
0xf5b556db02f5053d9a7cdf5ddeb2a140f35cc9c4,20000000000000000000000
0xf6b9c9b3db33dddf81728655ae8b76648b2c04e2,20000000000000000000000
0xfbd285a8ccf527bd45d0e3f97e27f6e2715d646d,20000000000000000000000
0xFfb6b7d8e073a46182203020E3f352f4b7Eb70d5,20000000000000000000000
0xf054312d3a1ab40165412509e2c3ccb2cc2c870e,19809429372000000000000
0x2f88f45343dc9dd3da7045a5e6741e477a96bf41,19763508768000000000000
0x27Ac8c586f7F5dC2BAad98a3A72947cb45cC222F,19700000000000000000000
0x2830becbf28a5b6452892ecd48b9c59dfe61b641,19504078080000000000000
0x516dc1c13bcdd9efddb8bc87427f4c30e610bfa8,19251412300000000000000
0x9f367ab2eb38a89851c85856e37babdb80209196,19160000000000000000000
0x0c66e51b6a6ff37639e42e132aaf75599364f8b2,19000000000000000000000
0x676d89240572973b3844699c89b1d4f50ff521ab,18402400000000000000000
0x448580fe88d57e12fa5440a6a0ad6bb390d67618,18000000000000000000000
0x37e89645a6e7d5ea3f17085073331e1a2fed58ee,17982000000000000000000
0x1b26c9f4e9005a9db155a260ed7587a355c474d8,17760000000000000000000
0xa1e2d7e7a2536cea41ae3b24c567947ae344f350,17600000000000000000000
0x4b6a69a49ca7c9d12e638515f86132e0186e4e60,17147760000000000000000
0x24362f7ba389f37ddda25ab6f6f9bd765a921989,16545645440000000000000
0xf3a41c9fa2c15cdf83d2c19b72eb26880cb946a1,16491168148000000000000
0x92d93f3beeb1cd7341980a8117e96223d9b80c16,16221984104000000000000
0x45163aa7eb561321e104b7305a299dcf7de107db,16000000000000000000000
0x50792a811d249c0441373e7495d465533b400e28,16000000000000000000000
0x5269bd8a209F8088CAFE5840e538D2aba8c80424,16000000000000000000000
0x762d3bdc4adf6d34e4b7df98bdfa95b48a9c7959,16000000000000000000000
0x8b6433f188bb44d2ffdeca4b33901ca3787477a8,16000000000000000000000
0x877b2d319f70ce978df16aac0d9fd8f5894892c2,15317582640000000000000
0x5bf3ba9467ee173b0659afad0f3c49a9c2a67d80,15000000000000000000000
0xde55ebfdfc272dc431a176285b22a9580832c8a6,14440752524000000000000
0x16f10f555a70b7fb5e2bf310e7cb7da70bb9022c,14411446276000000000000
0x16cdf3dbbf8b912eac9b0bffcf814d626ec53da3,14000000000000000000000
0x278f79bc380f826c492402100e156c6125680c77,14000000000000000000000
0x4d5717d8e2d32b30cc867537bd86b91ff6949367,14000000000000000000000
0xc79f2fa9253900c79ff75d6ae03df1aeecc602bf,14000000000000000000000
0xe911fd0acfd32b2253735ec4dc586db1d4b8c537,14000000000000000000000
0x4947d55041e4cc4d970adfc6de4a65341a7bf025,13653371708000000000000
0xa59dbe09051d170f5ac27fccdb456e23e5fb020e,13640000000000000000000
0xa1ba1a14766833d1e7cb91bf30b2f021134700df,13600000000000000000000
0xacce56cc9304b2c118a6d103ad5d06cb63cf2902,13480000000000000000000
0xc309243e0d696b5a9a1c91a429064024fff74c47,13480000000000000000000
0x097fddbd73af5cf9970868d823ed9a7ca98e5e91,13444000000000000000000
0x767a774d06c74a74741b7ef7bea0cf19f8198fb6,13434649200000000000000
0x7b11bd2d4fbd39166877c25357673b0745fd79e0,12538692976000000000000
0x56fe3d050987e63fb2aa4824f2f2914ef2590606,12400000000000000000000
0x8843de34a4a4b79af3824bbbbeb61892e2e37397,12297728344000000000000
0x1bc8419e3ebe5c38f65f2742d0ac4d402568ce88,12200000000000000000000
0x1976bdb111ef2d77e773d45135f0a12792421618,12173796000000000000000
0xde6ec2868b5a356ba1dd3521e580a893a747cb00,12044464080000000000000
0x8bd31f347e085a30e1585bcf1ad2712d95682ed6,12040000000000000000000
0x379322f265d2c958f360e3b0a7ed13f9104e928d,12000000000000000000000
0x3b6f03fcd1330d67336ba10210aa76efae6e300c,12000000000000000000000
0x4eed27e2b367f58ba6bec6538568ec6da903c807,12000000000000000000000
0x6bb510affa90c9d9efbd89f67cf27114d90037e5,12000000000000000000000
0x808389ea8fa080ae22f62fec8ce3a992a1ed1252,12000000000000000000000
0xb205ba37af9009e447772c079f11a870fc2a39d7,12000000000000000000000
0xcf9abda28ef59aba435364b49b404419ea0d8118,12000000000000000000000
0xfaabc0fdc0c02e6101bdf9d21bfa3eb8ee07fb83,12000000000000000000000
0x7eeca260ae0eaa43235152e419f1a209e27ee07f,11959145264000000000000
0x649d29ddfa3cfc05cff6b3f35a4bd764ebdd808f,11800000000000000000000
0xc2851fe4e427a59bede4f2f2bae7f41849e545ab,11770000000000000000000
0x75d82b5b9a834ddc75020e8ad7c8c91ef9dddf49,11200000000000000000000
0x2c68ce6c7cc6df1566df1d0d203202d0d47950b5,11050163460000000000000
0xf306e7e9ffbfc45aa4ccec752c1f099768b298f3,11026800000000000000000
0xc5db6324098199e7460431a5beb80a3ef28cf830,10929867920000000000000
0xbc848665fc1929e40e95f05b8c801f727e8d81a1,10806550988000000000000
0x8291574619fd211f1e42b5639bb17cecd53bfdd5,10688000000000000000000
0x91a9eeff34d36be185ddbfefe8353cc2e6683589,10581618800000000000000
0x688f399db5267298757e924fb189e4bb735d0af7,10106485628000000000000
0xa1d8b4a3500bbe27ebe29f130e8e4d804444493f,10030019284000000000000
0x463303d73ca617afd51f7007b881a82d9ec21a38,10018000000000000000000
0x47Cf0C9a7A80004cac2C8A45448F43Fc53cb0106,10008000000000000000000
0x083e529e0222ddf0d56d4fce0c8043ed6d1f8160,10000000000000000000000
0x177d8fd5aea1c482f34976210f8a3808340cdddb,10000000000000000000000
0x4495b97679468872412d646bb3187bc74b07ebf6,10000000000000000000000
0x62fdd8aaae6398e09aeb7157228ee3b1a1497dc4,10000000000000000000000
0x7f011e63e622c9a974f998fa01d03f2966a395fc,10000000000000000000000
0x8549e63d97e1cf69a752872edaa34556e0cb3d5f,10000000000000000000000
0x8d22dde280ce516007cf8623c658557578a78d8d,10000000000000000000000
0xa1feea020f06373db89302b8e2f03f70405656c8,10000000000000000000000
0xaa52a1542d323c30c4bedb72e7fac63c6a504190,10000000000000000000000
0xb2389ca7910b67ed36f61dce0f356029b38ae748,10000000000000000000000
0xbcbf705f4ab0638c15bf16e66400b97e39584dd9,10000000000000000000000
0xcb1eda04501d0be4b477eb2e773cbf9dac9ecaf0,10000000000000000000000
0xda664d48c446c8b9f4a19680787780331da19334,10000000000000000000000
0xed53b8274887b899b4abdf40e66df84fdb1395d6,10000000000000000000000
0xf2a46cf28b29b2c7fa7ead9d0327dbe27e9a3513,10000000000000000000000
0xf2a6a9cc349d7c98def1ab12940f6ebc076273ac,10000000000000000000000
0x76cab2ea1d57b8b877b9aa656d672aee36b1a2b9,9994396200000000000000
0xa47cd535b88d714a3225444554ae2a525b593e51,9983200000000000000000
0x8710e171ad4edc30f8d365e90e33855dc4d37b82,9833502888000000000000
0x242927c0e5cf2ceb59cb6cf406ea730acd4af955,9120000000000000000000
0x861a131295d0698ea87b23ad48521528d290d92d,9070432000000000000000
0xe388eea79a948ecd71447a1062cccbb2e049b706,9000000000000000000000
0xb206712985a4fbc6e4cf9f1f2fa191646db3ef08,8835711140000000000000
0x9227dc5d791452d55d24cf60505d4e5d0d427fda,8800000000000000000000
0x4bd65962e9846ebcada0b4c74074a59a8d4046e8,8720000000000000000000
0xa2ef11ddab9dfcba7523c437f3a94595c917503f,8360400000000000000000
0xe1c3a98a3684dce1b319d7b20d7793affac79a49,8080000580000000000000
0xf4175308c9d024ed09519209d2e2d8a02e64c4a4,8040000000000000000000
0xebdd60641ec5fb6490b44ce6a3046a5315fad1bb,8020000000000000000000
0x1996377e439612ad506e39f4cc77341d579b68e1,8000000000000000000000
0x2102007966db86c363fd3f61794cf7868b341ae4,8000000000000000000000
0x29655b0cf212a5124564fbc9f6960e1984097989,8000000000000000000000
0x3507ab8602f8e2d1d0220c48aa4fb89a10824530,8000000000000000000000
0x3da5272f8834cc65551f085280ff76045eb669c4,8000000000000000000000
0x47Bb16CA0940325fE73e9B5a9cF0f2057f9ffc7C,8000000000000000000000
0x4800ee34a40e283c92e67bef541c44a1bee9c85a,8000000000000000000000
0x5b98ecf3b76782e564042c7b493c46a72348be49,8000000000000000000000
0x66785183c1f3634a72a1301464677dd64694a2d9,8000000000000000000000
0x6952935d717209a0c3ec73b7fb07ca83d001a8a3,8000000000000000000000
0x7ec59509aa43080581daf26b3986c90668ec35d2,8000000000000000000000
0x94c456009cbe9c2b45ef3519127bcb6faf5baa57,8000000000000000000000
0x99c4ec60d86b5d562bb87ebd7bb3806054cf0bed,8000000000000000000000
0x9caae9c9a571c989d22e1dbf52d7d6f073ffdea6,8000000000000000000000
0xc1ad764e58276c5e95b5b3fbfb85038ed33c8033,8000000000000000000000
0xc7cda5cfd2b8b23906ee4a4b5b5e77a3976caca6,8000000000000000000000
0xcaca003967688a720f289b19a591040e68b987ab,8000000000000000000000
